,expire_time_gmt,valid_time_gmt,temp,wx_phrase,heat_index,rh,pressure,vis,wc,wdir,wspd,max_temp,min_temp,expire_date_time,valid_date_time
246,1073739360,1073732160,12.0,Cloudy,12.0,100.0,1021.94,4.0,12.0,,,,,10/01/2004 19:00:00,10/01/2004 17:00:00
247,1073740620,1073733420,12.0,Cloudy,12.0,94.0,1021.65,8.0,12.0,360.0,6.0,,,10/01/2004 19:00:00,10/01/2004 17:00:00
248,1073742960,1073735760,11.0,Cloudy,11.0,97.0,1021.54,8.0,11.0,,,13.0,11.0,10/01/2004 20:00:00,10/01/2004 18:00:00
249,1073746560,1073739360,11.0,Cloudy,11.0,100.0,1021.44,12.0,11.0,,,,,10/01/2004 21:00:00,10/01/2004 19:00:00
250,1073750160,1073742960,11.0,Cloudy,11.0,97.0,1021.64,12.0,11.0,,,,,10/01/2004 22:00:00,10/01/2004 20:00:00
251,1073753760,1073746560,11.0,Mostly Cloudy,11.0,97.0,1021.64,12.0,11.0,100.0,6.0,,,10/01/2004 23:00:00,10/01/2004 21:00:00
252,1073757360,1073750160,12.0,Mostly Cloudy,12.0,93.0,1021.44,12.0,12.0,120.0,6.0,,,11/01/2004 00:00:00,10/01/2004 22:00:00
253,1073759700,1073752500,12.0,Mostly Cloudy,12.0,94.0,1021.65,12.0,12.0,,,,,11/01/2004 01:00:00,10/01/2004 23:00:00
254,1073760960,1073753760,12.0,Mostly Cloudy,12.0,93.0,1021.94,11.0,12.0,,,,,11/01/2004 01:00:00,10/01/2004 23:00:00
255,1073764560,1073757360,12.0,Cloudy,12.0,90.0,1022.34,12.0,12.0,90.0,6.0,12.0,11.0,11/01/2004 02:00:00,11/01/2004 00:00:00
256,1073766060,1073758860,12.0,Mostly Cloudy,12.0,88.0,1021.99,12.0,12.0,70.0,9.0,,,11/01/2004 02:00:00,11/01/2004 00:00:00
257,1073768160,1073760960,12.0,Mostly Cloudy,12.0,86.0,1021.74,14.0,12.0,,,,,11/01/2004 03:00:00,11/01/2004 01:00:00
258,1073771760,1073764560,13.0,Mostly Cloudy,13.0,83.0,1020.74,14.0,13.0,,,,,11/01/2004 04:00:00,11/01/2004 02:00:00
259,1073773320,1073766120,13.0,Partly Cloudy,13.0,88.0,1020.29,16.0,13.0,,,,,11/01/2004 04:00:00,11/01/2004 02:00:00
260,1073775360,1073768160,14.0,Partly Cloudy,14.0,77.0,1019.74,16.0,14.0,,,,,11/01/2004 05:00:00,11/01/2004 03:00:00
261,1073778960,1073771760,14.0,Partly Cloudy,14.0,81.0,1019.04,16.0,14.0,,,,,11/01/2004 06:00:00,11/01/2004 04:00:00
262,1073782560,1073775360,14.0,Mostly Cloudy,14.0,77.0,1018.64,16.0,14.0,,,,,11/01/2004 07:00:00,11/01/2004 05:00:00
263,1073786160,1073778960,15.0,Mostly Cloudy,15.0,75.0,1018.34,16.0,15.0,340.0,7.0,15.0,12.0,11/01/2004 08:00:00,11/01/2004 06:00:00
264,1073789760,1073782560,14.0,Mostly Cloudy,14.0,75.0,1018.54,16.0,14.0,,,,,11/01/2004 09:00:00,11/01/2004 07:00:00
265,1073793360,1073786160,13.0,Mostly Cloudy,13.0,80.0,1018.54,16.0,13.0,,,,,11/01/2004 10:00:00,11/01/2004 08:00:00
266,1073796960,1073789760,13.0,Mostly Cloudy,13.0,83.0,1018.24,16.0,13.0,,,,,11/01/2004 11:00:00,11/01/2004 09:00:00
267,1073800560,1073793360,12.0,Mostly Cloudy,12.0,86.0,1018.24,16.0,12.0,,,,,11/01/2004 12:00:00,11/01/2004 10:00:00
268,1073804160,1073796960,12.0,Mostly Cloudy,12.0,89.0,1018.34,16.0,12.0,,,,,11/01/2004 13:00:00,11/01/2004 11:00:00
269,1073807760,1073800560,12.0,Mostly Cloudy,12.0,89.0,1018.24,16.0,12.0,10.0,6.0,15.0,11.0,11/01/2004 14:00:00,11/01/2004 12:00:00
270,1073811360,1073804160,12.0,Partly Cloudy,12.0,89.0,1018.24,16.0,12.0,,,,,11/01/2004 15:00:00,11/01/2004 13:00:00
271,1073814960,1073807760,12.0,Mostly Cloudy,12.0,89.0,1017.94,16.0,12.0,,,15.0,11.0,11/01/2004 16:00:00,11/01/2004 14:00:00
272,1073818560,1073811360,11.0,Mostly Cloudy,11.0,93.0,1017.34,16.0,11.0,180.0,7.0,,,11/01/2004 17:00:00,11/01/2004 15:00:00
273,1073822160,1073814960,11.0,Mostly Cloudy,11.0,93.0,1017.54,16.0,11.0,180.0,7.0,,,11/01/2004 18:00:00,11/01/2004 16:00:00
274,1073825760,1073818560,11.0,Mostly Cloudy,11.0,96.0,1017.14,14.0,11.0,,,,,11/01/2004 19:00:00,11/01/2004 17:00:00
275,1073829360,1073822160,11.0,Mostly Cloudy,11.0,96.0,1016.94,14.0,11.0,,,12.0,10.0,11/01/2004 20:00:00,11/01/2004 18:00:00
276,1073832960,1073825760,9.0,Mostly Cloudy,9.0,97.0,1016.84,14.0,9.0,,,,,11/01/2004 21:00:00,11/01/2004 19:00:00
277,1073836560,1073829360,9.0,Fair,9.0,96.0,1016.64,14.0,9.0,160.0,6.0,,,11/01/2004 22:00:00,11/01/2004 20:00:00
278,1073840160,1073832960,8.0,Fair,8.0,100.0,1016.34,11.0,8.0,,,,,11/01/2004 23:00:00,11/01/2004 21:00:00
279,1073843760,1073836560,9.0,Fair,9.0,97.0,1016.54,9.0,9.0,100.0,6.0,,,12/01/2004 00:00:00,11/01/2004 22:00:00
280,1073847360,1073840160,11.0,Partly Cloudy,11.0,96.0,1016.84,11.0,11.0,150.0,7.0,,,12/01/2004 01:00:00,11/01/2004 23:00:00
281,1073850960,1073843760,11.0,Mostly Cloudy,11.0,93.0,1016.94,16.0,11.0,110.0,9.0,12.0,8.0,12/01/2004 02:00:00,12/01/2004 00:00:00
282,1073854560,1073847360,12.0,Mostly Cloudy,12.0,89.0,1016.24,16.0,12.0,110.0,9.0,,,12/01/2004 03:00:00,12/01/2004 01:00:00
283,1073858160,1073850960,14.0,Mostly Cloudy,14.0,72.0,1015.44,16.0,14.0,110.0,6.0,,,12/01/2004 04:00:00,12/01/2004 02:00:00
284,1073861760,1073854560,16.0,Mostly Cloudy,16.0,67.0,1014.94,16.0,16.0,,,,,12/01/2004 05:00:00,12/01/2004 03:00:00
285,1073865360,1073858160,16.0,Mostly Cloudy,16.0,69.0,1014.54,16.0,16.0,,,,,12/01/2004 06:00:00,12/01/2004 04:00:00
286,1073868960,1073861760,16.0,Mostly Cloudy,16.0,67.0,1014.54,16.0,16.0,,,,,12/01/2004 07:00:00,12/01/2004 05:00:00
287,1073872560,1073865360,14.0,Mostly Cloudy,14.0,81.0,1014.54,16.0,14.0,310.0,13.0,16.0,12.0,12/01/2004 08:00:00,12/01/2004 06:00:00
288,1073876160,1073868960,12.0,Mostly Cloudy,12.0,93.0,1014.54,16.0,12.0,20.0,6.0,,,12/01/2004 09:00:00,12/01/2004 07:00:00
289,1073879760,1073872560,13.0,Mostly Cloudy,13.0,86.0,1014.74,14.0,13.0,,,,,12/01/2004 10:00:00,12/01/2004 08:00:00
290,1073883360,1073876160,13.0,Mostly Cloudy,13.0,86.0,1015.04,14.0,13.0,,,,,12/01/2004 11:00:00,12/01/2004 09:00:00
291,1073886960,1073879760,12.0,Mostly Cloudy,12.0,93.0,1015.34,12.0,12.0,,,,,12/01/2004 12:00:00,12/01/2004 10:00:00
292,1073890560,1073883360,12.0,Mostly Cloudy,12.0,89.0,1015.84,16.0,12.0,,,,,12/01/2004 13:00:00,12/01/2004 11:00:00
293,1073894160,1073886960,11.0,Mostly Cloudy,11.0,92.0,1016.14,14.0,11.0,,,14.0,11.0,12/01/2004 14:00:00,12/01/2004 12:00:00
294,1073897760,1073890560,12.0,Mostly Cloudy,12.0,86.0,1016.44,14.0,12.0,,,,,12/01/2004 15:00:00,12/01/2004 13:00:00
295,1073901360,1073894160,11.0,Partly Cloudy,11.0,92.0,1016.84,12.0,11.0,50.0,11.0,16.0,8.0,12/01/2004 16:00:00,12/01/2004 14:00:00
296,1073904960,1073897760,11.0,Partly Cloudy,11.0,96.0,1016.84,6.0,11.0,30.0,6.0,,,12/01/2004 17:00:00,12/01/2004 15:00:00
297,1073908560,1073901360,8.0,Partly Cloudy,8.0,100.0,1017.24,6.0,8.0,190.0,6.0,,,12/01/2004 18:00:00,12/01/2004 16:00:00
298,1073910780,1073903580,9.0,Fair,9.0,93.0,1017.59,4.0,9.0,,,,,12/01/2004 19:00:00,12/01/2004 17:00:00
